common_name	vitvi_id	source	genotype	timing	log2FC_apeglm	padj_threshold_test	DE_primary
EIX1	Vitvi09g01853	AlphaFold_EIX1	Rpv12	24	-0.823184375385825	1	FALSE
EIX1	Vitvi09g01853	AlphaFold_EIX1	Rpv12+1	0	0.0958175794992219	1	FALSE
EIX1	Vitvi09g01853	AlphaFold_EIX1	Rpv12+1	6	0.279578161075591	1	FALSE
EIX1	Vitvi09g01853	AlphaFold_EIX1	Rpv12+1	24	-0.728869940123923	1	FALSE
EIX1	Vitvi09g01853	AlphaFold_EIX1	Rpv12+1+3	0	-0.176646026197442	1	FALSE
EIX1	Vitvi09g01853	AlphaFold_EIX1	Rpv12+1+3	6	-0.0870792739290334	1	FALSE
EIX1	Vitvi09g01853	AlphaFold_EIX1	Rpv12+1+3	24	-0.353540968467427	1	FALSE
EIX1	Vitvi09g04205	AlphaFold_EIX1	Rpv12	0	2.98280400188458	0.0403382204736631	TRUE
EIX1	Vitvi09g04205	AlphaFold_EIX1	Rpv12	6	0.355392627332794	1	FALSE
EIX1	Vitvi09g04205	AlphaFold_EIX1	Rpv12	24	-0.896213367387898	1	FALSE
EIX1	Vitvi09g04205	AlphaFold_EIX1	Rpv12+1	0	0.29909377611416	1	FALSE
EIX1	Vitvi09g04205	AlphaFold_EIX1	Rpv12+1	6	-0.075630578924991	1	FALSE
EIX1	Vitvi09g04205	AlphaFold_EIX1	Rpv12+1	24	-2.0808942145089	0.326535568684633	TRUE
EIX1	Vitvi09g04205	AlphaFold_EIX1	Rpv12+1+3	0	0.097531176291421	1	FALSE
EIX1	Vitvi09g04205	AlphaFold_EIX1	Rpv12+1+3	6	0.0584337713684202	1	FALSE
EIX1	Vitvi09g04205	AlphaFold_EIX1	Rpv12+1+3	24	-0.234896325456038	1	FALSE
EIX1	Vitvi09g04208	AlphaFold_EIX1	Rpv12	0	2.58181629737724	0.0979382504323297	TRUE
EIX1	Vitvi09g04208	AlphaFold_EIX1	Rpv12	6	1.3894803453632	1	TRUE
EIX1	Vitvi09g04208	AlphaFold_EIX1	Rpv12	24	-0.464322663402815	1	FALSE
EIX1	Vitvi09g04208	AlphaFold_EIX1	Rpv12+1	0	0.322742182410782	1	FALSE
EIX1	Vitvi09g04208	AlphaFold_EIX1	Rpv12+1	6	0.329467795383558	1	FALSE
EIX1	Vitvi09g04208	AlphaFold_EIX1	Rpv12+1	24	-1.19127321000199	1	FALSE
EIX1	Vitvi09g04208	AlphaFold_EIX1	Rpv12+1+3	0	0.153548441937332	1	FALSE
EIX1	Vitvi09g04208	AlphaFold_EIX1	Rpv12+1+3	6	0.0385440224077387	1	FALSE
EIX1	Vitvi09g04208	AlphaFold_EIX1	Rpv12+1+3	24	-0.0685023390752165	1	FALSE
EIX1	Vitvi09g04219	AlphaFold_EIX1	Rpv12	0	1.75441173504964	0.413592404478267	TRUE
EIX1	Vitvi09g04219	AlphaFold_EIX1	Rpv12	6	0.376352409440644	1	FALSE
EIX1	Vitvi09g04219	AlphaFold_EIX1	Rpv12	24	-1.19191432194324	0.915680213322187	TRUE
EIX1	Vitvi09g04219	AlphaFold_EIX1	Rpv12+1	0	0.0587443420848333	1	FALSE
EIX1	Vitvi09g04219	AlphaFold_EIX1	Rpv12+1	6	0.0823930996096654	1	FALSE
EIX1	Vitvi09g04219	AlphaFold_EIX1	Rpv12+1	24	-2.37887612710723	0.182517549625708	TRUE
EIX1	Vitvi09g04219	AlphaFold_EIX1	Rpv12+1+3	0	-0.334865181465173	1	FALSE
EIX1	Vitvi09g04219	AlphaFold_EIX1	Rpv12+1+3	6	-0.317883643242596	1	FALSE
EIX1	Vitvi09g04219	AlphaFold_EIX1	Rpv12+1+3	24	-0.559819891881367	1	FALSE
EIX1	Vitvi09g04221	AlphaFold_EIX1	Rpv12	0	2.34806434025826	0.143856713420943	TRUE
EIX1	Vitvi09g04221	AlphaFold_EIX1	Rpv12	6	0.402406329186751	1	FALSE
EIX1	Vitvi09g04221	AlphaFold_EIX1	Rpv12	24	-1.0776363513848	1	TRUE
EIX1	Vitvi09g04221	AlphaFold_EIX1	Rpv12+1	0	0.264813305053768	1	FALSE
EIX1	Vitvi09g04221	AlphaFold_EIX1	Rpv12+1	6	0.140375113326321	1	FALSE
EIX1	Vitvi09g04221	AlphaFold_EIX1	Rpv12+1	24	-1.26932657889529	1	TRUE
EIX1	Vitvi09g04221	AlphaFold_EIX1	Rpv12+1+3	0	-0.118995934848834	1	FALSE
EIX1	Vitvi09g04221	AlphaFold_EIX1	Rpv12+1+3	6	0.051760632469575	1	FALSE
EIX1	Vitvi09g04221	AlphaFold_EIX1	Rpv12+1+3	24	-0.328295782429081	1	FALSE
EIX1	Vitvi09g04475	AlphaFold_EIX1	Rpv12	0	3.66518567542373	0.00137523318994867	TRUE
EIX1	Vitvi09g04475	AlphaFold_EIX1	Rpv12	6	2.56251257731117	0.14119281805624	TRUE
EIX1	Vitvi09g04475	AlphaFold_EIX1	Rpv12	24	0.016104707936874	1	FALSE
EIX1	Vitvi09g04475	AlphaFold_EIX1	Rpv12+1	0	1.50187231637009	0.751411583558902	TRUE
EIX1	Vitvi09g04475	AlphaFold_EIX1	Rpv12+1	6	0.358745783646373	1	FALSE
EIX1	Vitvi09g04475	AlphaFold_EIX1	Rpv12+1	24	-0.264173120629842	1	FALSE
EIX1	Vitvi09g04475	AlphaFold_EIX1	Rpv12+1+3	0	0.173197844696349	1	FALSE
EIX1	Vitvi09g04475	AlphaFold_EIX1	Rpv12+1+3	6	0.230033216675189	1	FALSE
EIX1	Vitvi09g04475	AlphaFold_EIX1	Rpv12+1+3	24	0.283640471041675	1	FALSE
EIX1	Vitvi09g04535	AlphaFold_EIX1	Rpv12	0	7.01709513417184	2.96279161238933e-10	TRUE
EIX1	Vitvi09g04535	AlphaFold_EIX1	Rpv12	6	5.18102803845069	9.41358759290849e-06	TRUE
EIX1	Vitvi09g04535	AlphaFold_EIX1	Rpv12	24	0.0691684641294422	1	FALSE
EIX1	Vitvi09g04535	AlphaFold_EIX1	Rpv12+1	0	3.37939515891901	0.0258622511837638	TRUE
EIX1	Vitvi09g04535	AlphaFold_EIX1	Rpv12+1	6	0.275720389414691	1	FALSE
