	Cult1_0h	Cult1_6h	Cult1_24h	Cult2_0h	Cult2_6h	Cult2_24h	Cult3_0h	Cult3_6h	Cult3_24h
Vitvi18g04004	0	0	-1	0	0	0	0	-1	-1
Vitvi18g04028	0	-1	0	0	0	0	0	-1	0
Vitvi18g04038	0	0	-1	0	0	0	0	0	0
Vitvi18g04039	0	0	0	0	0	0	0	-1	0
Vitvi18g04095	0	0	0	0	0	0	0	-1	0
Vitvi18g04153	0	0	0	0	0	0	0	-1	0
Vitvi18g04171	0	0	0	0	0	0	0	-1	0
Vitvi18g04174	0	0	0	0	1	0	0	1	0
Vitvi18g04176	0	0	0	0	-1	0	0	0	0
Vitvi18g04257	0	0	0	0	0	0	0	-1	0
Vitvi18g04272	0	0	0	0	0	0	0	-1	0
Vitvi18g04286	0	0	0	0	0	0	1	1	0
Vitvi18g04290	0	0	0	1	0	0	0	0	0
Vitvi18g04314	0	0	-1	0	0	-1	0	0	0
Vitvi18g04332	0	0	1	0	0	0	0	0	0
Vitvi18g04440	0	1	1	0	1	0	1	1	0
Vitvi18g04453	0	1	0	0	0	0	0	1	0
Vitvi18g04534	0	0	0	0	0	0	0	-1	0
Vitvi18g04544	0	0	0	0	0	0	-1	0	0
Vitvi18g04551	0	1	1	0	1	1	0	1	1
Vitvi18g04555	0	0	0	0	1	0	1	0	0
Vitvi18g04559	-1	0	0	0	0	0	0	0	0
Vitvi18g04588	0	-1	0	0	0	0	0	0	0
Vitvi18g04591	0	0	0	0	0	0	0	-1	0
Vitvi18g04593	1	0	0	0	0	0	0	0	0
Vitvi18g04595	0	0	-1	0	0	0	0	0	0
Vitvi18g04596	0	0	0	0	0	0	0	0	1
Vitvi18g04597	0	0	-1	0	0	0	0	0	0
Vitvi18g04598	0	0	-1	0	0	0	0	0	0
Vitvi18g04599	0	0	-1	0	0	0	0	0	0
Vitvi18g04600	0	0	-1	0	0	0	0	0	-1
Vitvi18g04601	0	0	-1	0	0	0	0	0	0
Vitvi18g04625	0	-1	0	0	0	0	0	-1	0
Vitvi18g04640	0	-1	-1	0	-1	-1	0	-1	-1
Vitvi18g04642	0	0	0	0	-1	0	0	0	0
Vitvi18g04643	0	0	0	0	-1	0	0	0	0
Vitvi18g04646	0	1	1	0	1	0	0	1	1
Vitvi18g04655	0	0	1	0	0	0	0	0	1
Vitvi18g04656	-1	-1	0	-1	0	0	-1	0	0
Vitvi18g04660	0	1	1	0	1	0	1	1	0
Vitvi18g04663	0	0	-1	0	0	0	0	0	-1
Vitvi18g04719	0	0	0	1	0	0	0	0	0
Vitvi18g04733	0	-1	0	0	-1	0	0	0	0
Vitvi18g04749	1	0	0	1	0	0	1	1	0
Vitvi18g04752	0	0	0	0	-1	0	0	-1	0
Vitvi18g04754	0	-1	0	0	0	0	0	-1	0
Vitvi18g04755	0	-1	0	0	0	0	0	-1	0
Vitvi18g04757	0	0	1	0	0	0	0	0	1
Vitvi18g04758	0	0	1	0	0	0	0	0	1
Vitvi18g04767	1	0	0	0	0	0	0	0	0
Vitvi18g04771	-1	0	0	0	0	0	0	-1	-1
Vitvi19g00008	0	-1	0	0	-1	0	0	0	0
Vitvi19g00009	0	0	0	0	0	0	0	-1	0
Vitvi19g00014	0	0	0	0	0	0	0	-1	0
Vitvi19g00041	0	0	0	0	0	0	0	-1	0
Vitvi19g00042	0	0	0	0	0	0	0	-1	0
Vitvi19g00052	0	0	-1	0	0	0	0	0	0
Vitvi19g00057	-1	0	0	0	0	0	0	0	0
Vitvi19g00082	0	0	1	0	0	0	0	0	0
Vitvi19g00084	-1	0	0	0	0	0	1	0	0
Vitvi19g00094	0	0	0	0	1	0	0	0	0
Vitvi19g00098	0	0	0	0	0	0	-1	0	0
Vitvi19g00108	0	-1	0	0	0	0	0	0	0
Vitvi19g00122	0	-1	0	0	0	0	0	0	0
Vitvi19g00141	0	-1	0	0	-1	0	0	0	0
Vitvi19g00145	0	0	0	0	0	0	-1	-1	0
Vitvi19g00147	0	-1	0	0	0	0	0	-1	0
Vitvi19g00150	0	0	0	0	0	0	0	1	0
Vitvi19g00164	0	0	0	0	0	0	0	1	0
Vitvi19g00166	0	1	0	0	1	0	0	0	0
Vitvi19g00174	0	0	0	0	1	0	0	0	0
Vitvi19g00177	0	0	0	0	-1	0	0	-1	0
Vitvi19g00200	0	0	0	0	0	0	0	-1	0
Vitvi19g00214	0	0	0	0	-1	0	0	0	0
Vitvi19g00218	1	0	0	0	0	0	0	0	0
Vitvi19g00221	0	0	0	0	0	0	0	-1	0
Vitvi19g00239	0	0	0	1	0	0	0	0	0
Vitvi19g00252	0	0	-1	0	0	0	0	0	0
Vitvi19g00255	0	0	1	0	1	0	1	1	0
Vitvi19g00257	0	0	0	0	0	0	0	-1	0
Vitvi19g00270	-1	0	0	0	0	0	1	1	0
Vitvi19g00271	0	0	0	0	1	0	0	0	0
Vitvi19g00275	0	0	0	0	0	0	0	-1	0
Vitvi19g00283	0	1	1	0	0	1	0	1	1
Vitvi19g00298	0	0	0	0	0	0	-1	-1	0
Vitvi19g00303	0	0	0	0	-1	0	0	-1	0
Vitvi19g00306	0	0	0	1	0	0	0	0	0
Vitvi19g00339	0	0	1	0	0	0	0	0	0
Vitvi19g00369	0	0	0	1	0	0	0	-1	0
Vitvi19g00377	0	0	0	0	0	0	0	1	0
Vitvi19g00378	0	0	0	0	1	0	0	0	0
Vitvi19g00388	-1	-1	0	0	0	0	0	0	0
Vitvi19g00410	0	0	0	0	-1	0	0	0	0
Vitvi19g00458	0	0	0	0	-1	0	0	-1	0
Vitvi19g00469	0	-1	0	0	-1	0	0	0	0
Vitvi19g00476	-1	-1	0	0	0	0	-1	-1	-1
Vitvi19g00484	0	0	1	0	0	0	0	0	0
Vitvi19g00508	0	-1	0	0	0	0	0	-1	0
Vitvi19g00512	0	-1	0	0	0	0	0	-1	0
Vitvi19g00514	0	1	0	0	1	0	0	1	0
Vitvi19g00529	0	0	0	0	0	0	-1	0	0
Vitvi19g00536	0	-1	0	0	0	0	0	0	0
Vitvi19g00555	0	-1	0	0	0	0	0	-1	0
Vitvi19g00565	0	0	0	0	0	0	1	0	0
Vitvi19g00566	0	0	0	0	0	0	1	1	0
Vitvi19g00572	0	-1	0	0	0	0	0	-1	0
Vitvi19g00576	0	0	0	0	-1	0	0	0	0
Vitvi19g00586	0	0	0	0	0	0	0	-1	0
Vitvi19g00609	0	-1	0	0	-1	0	0	0	0
Vitvi19g00611	0	0	0	0	-1	0	0	0	0
Vitvi19g00618	0	0	0	0	0	0	0	-1	0
Vitvi19g00626	1	0	0	0	0	0	0	0	0
Vitvi19g00652	0	0	0	0	1	0	0	0	0
Vitvi19g00680	0	-1	0	0	-1	0	0	-1	0
Vitvi19g00682	0	-1	0	0	0	0	0	-1	0
Vitvi19g00697	0	0	1	0	0	0	0	0	0
Vitvi19g00698	0	0	1	0	0	0	0	0	0
Vitvi19g00700	-1	0	0	0	0	0	0	1	0
Vitvi19g00709	-1	-1	-1	0	0	0	-1	-1	-1
Vitvi19g00728	0	0	0	0	0	0	0	1	0
Vitvi19g00750	0	-1	0	0	0	0	0	0	0
Vitvi19g00768	0	-1	0	0	-1	0	0	-1	0
Vitvi19g00775	0	0	0	0	1	0	0	1	0
Vitvi19g00915	0	0	0	0	0	0	0	-1	0
Vitvi19g00978	0	0	0	0	0	0	1	1	0
Vitvi19g01028	0	1	0	0	1	0	0	1	0
Vitvi19g01058	0	0	0	0	1	0	0	0	0
Vitvi19g01307	0	0	0	0	0	0	0	1	0
Vitvi19g01356	1	0	0	1	0	0	0	0	0
Vitvi19g01360	0	0	0	0	-1	0	0	0	0
Vitvi19g01432	0	-1	0	0	0	0	0	-1	0
Vitvi19g01450	0	0	0	1	0	0	0	0	0
Vitvi19g01484	-1	0	0	0	0	0	1	1	0
Vitvi19g01571	0	0	1	0	0	0	0	-1	0
Vitvi19g01601	0	0	1	0	0	0	0	0	0
Vitvi19g01602	0	0	1	0	0	0	0	0	0
Vitvi19g01610	-1	-1	-1	0	1	0	-1	-1	-1
Vitvi19g01612	-1	-1	-1	0	0	0	-1	-1	-1
Vitvi19g01617	0	-1	0	0	-1	0	0	0	0
Vitvi19g01710	0	0	-1	0	0	0	0	0	0
Vitvi19g01719	0	-1	0	0	0	0	0	0	0
Vitvi19g01720	1	1	1	0	0	0	1	1	1
Vitvi19g01726	0	0	0	0	0	0	0	-1	0
Vitvi19g01744	0	-1	0	0	0	0	0	0	0
Vitvi19g01790	-1	-1	0	0	0	0	-1	-1	0
Vitvi19g01793	0	-1	0	0	-1	0	-1	-1	0
Vitvi19g01833	0	0	0	0	0	0	0	-1	0
Vitvi19g01835	0	0	0	0	0	0	1	0	0
Vitvi19g01851	0	0	1	0	-1	0	0	0	0
Vitvi19g01869	1	0	0	0	0	0	0	0	0
Vitvi19g01873	1	0	0	0	0	0	0	0	0
Vitvi19g01902	0	0	-1	0	0	0	0	0	0
Vitvi19g01931	0	0	0	0	1	0	0	0	0
Vitvi19g01972	0	0	0	0	0	0	0	-1	0
Vitvi19g01977	0	0	0	0	-1	0	0	-1	0
Vitvi19g02001	1	0	0	0	0	0	0	0	0
Vitvi19g02007	0	0	-1	0	0	0	0	0	0
Vitvi19g02032	0	0	0	0	1	0	0	0	0
Vitvi19g02038	0	0	1	0	1	0	0	1	0
Vitvi19g02068	0	0	0	0	0	0	0	-1	0
Vitvi19g02164	0	1	0	0	0	0	0	1	0
Vitvi19g02165	0	0	0	0	0	0	1	1	0
Vitvi19g02212	0	0	0	0	1	0	0	0	0
Vitvi19g02261	0	0	0	0	0	0	0	-1	0
Vitvi19g02270	0	0	0	0	-1	0	0	0	0
Vitvi19g02278	0	-1	0	0	0	0	0	0	0
Vitvi19g02300	0	0	-1	0	0	0	-1	0	0
Vitvi19g02303	0	0	0	0	-1	0	0	0	0
Vitvi19g02309	0	0	0	0	-1	0	0	0	0
Vitvi19g02323	0	0	0	0	-1	0	0	-1	0
Vitvi19g04005	0	0	1	0	0	0	0	0	0
Vitvi19g04006	0	1	0	0	1	0	1	1	0
Vitvi19g04027	0	0	0	0	1	0	0	1	0
Vitvi19g04070	0	1	0	0	1	0	0	0	0
Vitvi19g04072	0	0	1	0	0	0	0	0	0
Vitvi19g04074	0	1	1	0	1	0	0	0	1
Vitvi19g04102	0	0	1	0	-1	0	0	0	0
Vitvi19g04105	1	0	0	0	0	0	0	0	0
Vitvi19g04110	0	1	1	0	0	0	0	1	1
Vitvi19g04137	0	0	0	0	0	0	0	-1	0
Vitvi19g04139	0	0	0	0	0	0	0	-1	0
Vitvi19g04153	0	0	-1	0	0	0	0	0	0
Vitvi19g04154	0	0	0	0	1	0	0	0	0
Vitvi19g04155	0	0	0	0	1	0	0	0	0
Vitvi19g04162	0	0	0	0	1	0	0	0	0
Vitvi19g04184	0	0	0	0	0	0	0	1	0
Vitvi19g04185	0	0	1	0	0	0	0	0	0
Vitvi19g04193	0	0	0	0	0	0	-1	-1	0
Vitvi19g04196	0	0	1	0	0	0	0	0	0
Vitvi19g04214	0	0	1	0	0	0	0	0	0
Vitvi19g04233	0	0	0	0	0	0	-1	-1	0
Vitvi19g04259	-1	-1	0	0	-1	0	-1	-1	0
Vitvi19g04274	0	0	0	0	-1	0	0	0	0
Vitvi19g04298	0	0	0	0	0	0	0	-1	0
Vitvi19g04339	0	0	0	0	0	0	0	1	0
Vitvi19g04361	0	0	0	0	1	0	0	1	0
Vitvi19g04363	0	0	0	0	1	0	0	1	0
Vitvi19g04372	0	0	0	0	1	0	0	0	0
Vitvi19g04373	0	1	0	0	0	0	0	1	0
Vitvi19g04376	0	0	0	0	1	0	0	0	0
Vitvi19g04387	0	0	0	0	1	0	0	0	0
Vitvi19g04395	0	1	0	0	0	0	0	1	0
Vitvi19g04408	0	-1	0	0	0	0	0	-1	0
Vitvi19g04446	0	0	-1	0	0	0	0	0	0
Vitvi19g04455	0	0	0	1	0	0	0	0	0
Vitvi19g04471	0	1	0	0	1	0	0	1	0
Vitvi19g04529	0	0	0	0	1	0	0	0	0
Vitvi19g04530	-1	0	0	0	0	0	-1	-1	0
Vitvi19g04531	0	0	0	0	0	0	0	-1	0
Vitvi19g04533	0	0	1	0	0	0	0	-1	0
Vitvi19g04572	-1	-1	-1	0	1	0	-1	-1	-1
Vitvi19g04582	0	0	0	-1	-1	0	0	0	0
Vitvi19g04583	0	0	1	0	0	0	0	0	0
Vitvi19g04600	-1	0	0	0	0	0	-1	0	0
