"gene","Rpv12_pattern","Rpv12_1_pattern","Rpv12_1_3_pattern","combined_pattern"
"Vitvi09g00427","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi09g00436","EDE","EEE","DDE","EDE|EEE|DDE"
"Vitvi09g00438","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi09g00440","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi09g00443","EDD","EEE","DDD","EDD|EEE|DDD"
"Vitvi09g00462","EEE","EDD","EEE","EEE|EDD|EEE"
"Vitvi09g00476","EED","EED","EEE","EED|EED|EEE"
"Vitvi09g00480","EED","EED","EEE","EED|EED|EEE"
"Vitvi09g00486","EEE","EDE","DDE","EEE|EDE|DDE"
"Vitvi09g00487","EEE","EEE","EUE","EEE|EEE|EUE"
"Vitvi09g00488","UEU","EDE","DDD","UEU|EDE|DDD"
"Vitvi09g00500","EED","EED","EED","EED|EED|EED"
"Vitvi09g00502","UEU","UEE","EEE","UEU|UEE|EEE"
"Vitvi09g00505","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi09g00516","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi09g00517","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi09g00531","DED","EEE","EEE","DED|EEE|EEE"
"Vitvi09g00532","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi09g00535","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g00536","DED","EEE","DDD","DED|EEE|DDD"
"Vitvi09g00538","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi09g00540","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g00546","EEE","UEU","EEE","EEE|UEU|EEE"
"Vitvi09g00550","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi09g00551","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi09g00558","EDD","EEE","EEE","EDD|EEE|EEE"
"Vitvi09g00566","UUU","UEU","EEE","UUU|UEU|EEE"
"Vitvi09g00570","DED","EEE","DED","DED|EEE|DED"
"Vitvi09g00573","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi09g00582","UEU","EEE","EEE","UEU|EEE|EEE"
"Vitvi09g00593","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi09g00595","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi09g00599","UEE","EEE","UEE","UEE|EEE|UEE"
"Vitvi09g00601","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi09g00607","UEE","EEE","EED","UEE|EEE|EED"
"Vitvi09g00610","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi09g00616","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi09g00617","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi09g00618","EDE","UEE","DDD","EDE|UEE|DDD"
"Vitvi09g00621","UEE","UEU","EDE","UEE|UEU|EDE"
"Vitvi09g00626","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi09g00648","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi09g00653","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi09g00660","EEE","EED","EED","EEE|EED|EED"
"Vitvi09g00667","EED","EED","EEE","EED|EED|EEE"
"Vitvi09g00678","UED","EED","EEE","UED|EED|EEE"
"Vitvi09g00693","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi09g00707","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi09g00752","EEE","EEE","DED","EEE|EEE|DED"
"Vitvi09g00759","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi09g00772","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi09g00773","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi09g00782","UUU","UUU","EEE","UUU|UUU|EEE"
"Vitvi09g00790","EED","DDD","EDD","EED|DDD|EDD"
"Vitvi09g00792","EEE","DDD","EEE","EEE|DDD|EEE"
"Vitvi09g00793","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi09g00801","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi09g00802","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi09g00827","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi09g00834","EDD","UEE","UUE","EDD|UEE|UUE"
"Vitvi09g00837","EDE","EEE","EEE","EDE|EEE|EEE"
"Vitvi09g00860","UEE","EED","EEE","UEE|EED|EEE"
"Vitvi09g00867","DDD","EEE","DDD","DDD|EEE|DDD"
"Vitvi09g00870","UEU","EEU","EEU","UEU|EEU|EEU"
"Vitvi09g00876","UEE","EED","EED","UEE|EED|EED"
"Vitvi09g00893","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi09g00932","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi09g00937","EED","EED","EED","EED|EED|EED"
"Vitvi09g00943","EEE","EEU","EEU","EEE|EEU|EEU"
"Vitvi09g00971","UEU","UUU","EEU","UEU|UUU|EEU"
"Vitvi09g00981","EEE","EUE","EEE","EEE|EUE|EEE"
"Vitvi09g00985","EDE","UEE","EEE","EDE|UEE|EEE"
"Vitvi09g00993","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi09g00994","EEU","EEU","EEU","EEU|EEU|EEU"
"Vitvi09g01026","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g01027","EED","EED","EEE","EED|EED|EEE"
"Vitvi09g01031","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi09g01036","EDE","EEE","DDD","EDE|EEE|DDD"
"Vitvi09g01122","EED","EEE","UEE","EED|EEE|UEE"
"Vitvi09g01141","EEE","EED","DDD","EEE|EED|DDD"
"Vitvi09g01145","EED","EDD","DDD","EED|EDD|DDD"
"Vitvi09g01155","EEE","UEE","EDD","EEE|UEE|EDD"
"Vitvi09g01164","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi09g01168","DEE","DEE","EUE","DEE|DEE|EUE"
"Vitvi09g01181","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi09g01187","UUU","UUU","EUU","UUU|UUU|EUU"
"Vitvi09g01195","UEU","EEE","EEU","UEU|EEE|EEU"
"Vitvi09g01196","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g01214","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g01229","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi09g01233","EDE","EDD","DDD","EDE|EDD|DDD"
"Vitvi09g01269","EDE","EDE","DDE","EDE|EDE|DDE"
"Vitvi09g01272","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi09g01273","EEE","EEU","EEU","EEE|EEU|EEU"
"Vitvi09g01281","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi09g01282","EED","UEE","EDD","EED|UEE|EDD"
"Vitvi09g01297","EDE","EEE","DDD","EDE|EEE|DDD"
"Vitvi09g01301","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi09g01302","UEE","UEE","EDD","UEE|UEE|EDD"
"Vitvi09g01303","EUE","EUE","EUU","EUE|EUE|EUU"
"Vitvi09g01309","DDD","DDD","DDD","DDD|DDD|DDD"
"Vitvi09g01310","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi09g01317","UEE","UEE","DDD","UEE|UEE|DDD"
"Vitvi09g01320","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi09g01329","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g01335","UUE","EED","EEE","UUE|EED|EEE"
"Vitvi09g01351","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi09g01361","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi09g01373","DEE","EEE","EUE","DEE|EEE|EUE"
"Vitvi09g01376","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g01384","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi09g01388","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi09g01390","UUE","EEE","UUE","UUE|EEE|UUE"
"Vitvi09g01398","EED","EED","EED","EED|EED|EED"
"Vitvi09g01399","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi09g01407","UEU","EEE","EEE","UEU|EEE|EEE"
"Vitvi09g01408","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi09g01412","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi09g01414","DEE","DEE","DEE","DEE|DEE|DEE"
"Vitvi09g01420","EEE","EED","DED","EEE|EED|DED"
"Vitvi09g01426","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi09g01427","EED","EUE","UUE","EED|EUE|UUE"
"Vitvi09g01464","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi09g01467","EED","UED","EDE","EED|UED|EDE"
"Vitvi09g01493","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi09g01495","DED","EEE","EEE","DED|EEE|EEE"
"Vitvi09g01501","EEE","EEE","EUE","EEE|EEE|EUE"
"Vitvi09g01502","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi09g01512","EED","EED","EED","EED|EED|EED"
"Vitvi09g01513","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi09g01521","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi09g01532","EDE","EEE","EEE","EDE|EEE|EEE"
"Vitvi09g01536","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi09g01542","EED","EEE","DEE","EED|EEE|DEE"
"Vitvi09g01555","UEE","EED","EED","UEE|EED|EED"
"Vitvi09g01556","UED","EED","DDD","UED|EED|DDD"
"Vitvi09g01560","UUD","EDD","EED","UUD|EDD|EED"
"Vitvi09g01562","EEU","EEE","EDE","EEU|EEE|EDE"
"Vitvi09g01563","EEU","UEE","EEE","EEU|UEE|EEE"
"Vitvi09g01568","EUU","EUE","EEE","EUU|EUE|EEE"
"Vitvi09g01571","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi09g01581","EEU","EEU","EEE","EEU|EEU|EEE"
"Vitvi09g01583","EEU","UEU","EEE","EEU|UEU|EEE"
"Vitvi09g01587","DEE","DDD","DDD","DEE|DDD|DDD"
"Vitvi09g01588","EEE","EDD","DEE","EEE|EDD|DEE"
"Vitvi09g01590","UEE","EED","EED","UEE|EED|EED"
"Vitvi09g01592","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g01597","DEE","DED","EEE","DEE|DED|EEE"
"Vitvi09g01616","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi09g01646","UEU","UUU","UUU","UEU|UUU|UUU"
"Vitvi09g01650","EDE","UEE","DDD","EDE|UEE|DDD"
"Vitvi09g01651","UEU","UEU","UEE","UEU|UEU|UEE"
"Vitvi09g01654","DED","EUE","EUE","DED|EUE|EUE"
"Vitvi09g01664","UED","EED","EED","UED|EED|EED"
"Vitvi09g01665","UED","UEE","EEE","UED|UEE|EEE"
"Vitvi09g01666","EED","EED","EED","EED|EED|EED"
"Vitvi09g01693","UUU","UUE","UUU","UUU|UUE|UUU"
"Vitvi09g01694","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi09g01698","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g01708","EEE","EDE","EED","EEE|EDE|EED"
"Vitvi09g01709","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi09g01736","EDE","EEE","DDD","EDE|EEE|DDD"
"Vitvi09g01751","UEE","EEE","DDD","UEE|EEE|DDD"
"Vitvi09g01764","DDD","EEE","DDD","DDD|EEE|DDD"
"Vitvi09g01769","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi09g01773","DDE","EEU","DDE","DDE|EEU|DDE"
"Vitvi09g01784","EEE","DDD","EDE","EEE|DDD|EDE"
"Vitvi09g01786","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi09g01787","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi09g01790","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi09g01807","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g01812","EEE","EED","DDD","EEE|EED|DDD"
"Vitvi09g01827","UEE","UEE","UUU","UEE|UEE|UUU"
"Vitvi09g01853","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi09g01882","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi09g01936","UUE","UUE","EUE","UUE|UUE|EUE"
"Vitvi09g01943","EEU","EUE","EUU","EEU|EUE|EUU"
"Vitvi09g01946","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi09g01951","UEE","EED","DED","UEE|EED|DED"
"Vitvi09g01954","UEE","EEE","EDE","UEE|EEE|EDE"
"Vitvi09g01992","DED","DED","DED","DED|DED|DED"
"Vitvi09g02002","EED","DDD","DDD","EED|DDD|DDD"
"Vitvi09g02006","EED","DDD","DDD","EED|DDD|DDD"
"Vitvi09g02008","UEU","UEE","EEU","UEU|UEE|EEU"
"Vitvi09g02014","EED","EED","EEE","EED|EED|EEE"
"Vitvi09g02033","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g02034","EUU","UUU","UUU","EUU|UUU|UUU"
"Vitvi09g02044","UEE","EED","EEE","UEE|EED|EEE"
"Vitvi09g04011","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi09g04012","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi09g04016","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi09g04042","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi09g04043","UED","EEE","EED","UED|EEE|EED"
"Vitvi09g04044","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi09g04050","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi09g04051","DED","EED","EEE","DED|EED|EEE"
"Vitvi09g04063","EEE","EDE","EEE","EEE|EDE|EEE"
"Vitvi09g04067","UEE","EED","EDE","UEE|EED|EDE"
"Vitvi09g04068","UUD","EED","EEE","UUD|EED|EEE"
"Vitvi09g04076","UEU","EEE","EUU","UEU|EEE|EUU"
"Vitvi09g04078","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g04079","EEE","UUU","EEE","EEE|UUU|EEE"
"Vitvi09g04081","UEU","EEE","UUU","UEU|EEE|UUU"
"Vitvi09g04082","EEU","EEE","EEU","EEU|EEE|EEU"
"Vitvi09g04084","DED","EEE","EEE","DED|EEE|EEE"
"Vitvi09g04085","EUD","UUU","UUU","EUD|UUU|UUU"
"Vitvi09g04086","EUE","EEE","EUE","EUE|EEE|EUE"
"Vitvi09g04087","EEE","EUE","EEE","EEE|EUE|EEE"
"Vitvi09g04090","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi09g04094","DEE","DDD","DDD","DEE|DDD|DDD"
"Vitvi09g04095","EEU","UEU","EEE","EEU|UEU|EEE"
"Vitvi09g04098","UEE","UEU","EEE","UEE|UEU|EEE"
"Vitvi09g04100","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi09g04101","UDE","EEE","EDD","UDE|EEE|EDD"
"Vitvi09g04102","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi09g04103","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi09g04111","DEE","DDD","EEE","DEE|DDD|EEE"
"Vitvi09g04113","EEE","UUE","EEE","EEE|UUE|EEE"
"Vitvi09g04119","EDD","UEE","EDD","EDD|UEE|EDD"
"Vitvi09g04121","DDE","EEE","DDD","DDE|EEE|DDD"
"Vitvi09g04122","EDE","EEE","DDD","EDE|EEE|DDD"
"Vitvi09g04123","EEU","DDD","EEE","EEU|DDD|EEE"
"Vitvi09g04124","EEE","DED","EEE","EEE|DED|EEE"
"Vitvi09g04126","EEE","EDE","EEE","EEE|EDE|EEE"
"Vitvi09g04127","EEU","DDD","EEE","EEU|DDD|EEE"
"Vitvi09g04128","EEE","EDD","EEE","EEE|EDD|EEE"
"Vitvi09g04131","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi09g04132","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi09g04133","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi09g04134","UEE","EDE","EDD","UEE|EDE|EDD"
"Vitvi09g04136","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi09g04142","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi09g04146","EEE","DDD","EEE","EEE|DDD|EEE"
"Vitvi09g04148","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi09g04150","UED","EED","EED","UED|EED|EED"
"Vitvi09g04152","EED","UED","EEE","EED|UED|EEE"
"Vitvi09g04153","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi09g04162","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi09g04166","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g04167","EEE","EDD","EEE","EEE|EDD|EEE"
"Vitvi09g04170","EDE","EEE","DDE","EDE|EEE|DDE"
"Vitvi09g04176","EEE","EUE","EUE","EEE|EUE|EUE"
"Vitvi09g04184","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi09g04187","EUU","EUU","UUU","EUU|EUU|UUU"
"Vitvi09g04203","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi09g04205","UEE","EED","EEE","UEE|EED|EEE"
"Vitvi09g04208","UUE","EEE","EEE","UUE|EEE|EEE"
"Vitvi09g04209","EUU","EEE","UUU","EUU|EEE|UUU"
"Vitvi09g04210","UED","EED","EEE","UED|EED|EEE"
"Vitvi09g04211","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g04212","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g04215","DED","EED","DDD","DED|EED|DDD"
"Vitvi09g04219","UED","EED","EEE","UED|EED|EEE"
"Vitvi09g04221","UED","EED","EEE","UED|EED|EEE"
"Vitvi09g04222","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g04225","EED","DDD","DEE","EED|DDD|DEE"
"Vitvi09g04231","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g04257","UEE","EEE","DDE","UEE|EEE|DDE"
"Vitvi09g04260","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi09g04264","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g04270","EUE","EEU","EEE","EUE|EEU|EEE"
"Vitvi09g04280","DDD","EEE","DDD","DDD|EEE|DDD"
"Vitvi09g04286","DDD","EEE","DDD","DDD|EEE|DDD"
"Vitvi09g04292","DDD","EEE","DDD","DDD|EEE|DDD"
"Vitvi09g04307","DED","DDD","DDD","DED|DDD|DDD"
"Vitvi09g04331","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi09g04335","EEE","DED","EEE","EEE|DED|EEE"
"Vitvi09g04337","UEU","UEU","EEU","UEU|UEU|EEU"
"Vitvi09g04338","UEU","UEU","EEE","UEU|UEU|EEE"
"Vitvi09g04339","EEU","EEU","EEE","EEU|EEU|EEE"
"Vitvi09g04345","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi09g04351","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi09g04357","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi09g04365","EEE","EUE","EEE","EEE|EUE|EEE"
"Vitvi09g04374","UEU","UEU","EEU","UEU|UEU|EEU"
"Vitvi09g04376","EUU","UUU","EEE","EUU|UUU|EEE"
"Vitvi09g04377","EUE","EUE","EEE","EUE|EUE|EEE"
"Vitvi09g04387","EEE","EEU","EEU","EEE|EEU|EEU"
"Vitvi09g04392","EEE","EEE","EUE","EEE|EEE|EUE"
"Vitvi09g04393","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi09g04409","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi09g04415","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g04416","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g04417","EEE","EEE","EEU","EEE|EEE|EEU"
"Vitvi09g04421","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g04422","UUE","EEU","UUU","UUE|EEU|UUU"
"Vitvi09g04430","EED","DED","DDD","EED|DED|DDD"
"Vitvi09g04468","EDE","EEE","EDE","EDE|EEE|EDE"
"Vitvi09g04473","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g04474","UUE","EUE","EEE","UUE|EUE|EEE"
"Vitvi09g04475","UUE","UEE","EEE","UUE|UEE|EEE"
"Vitvi09g04476","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi09g04487","EEE","EEE","DEE","EEE|EEE|DEE"
"Vitvi09g04491","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi09g04495","UEE","UEE","EDE","UEE|UEE|EDE"
"Vitvi09g04510","UED","EEE","EEE","UED|EEE|EEE"
"Vitvi09g04535","UUE","UEE","UEE","UUE|UEE|UEE"
"Vitvi09g04536","UUE","UED","EEE","UUE|UED|EEE"
"Vitvi09g04537","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g04541","UUE","UEE","EEE","UUE|UEE|EEE"
"Vitvi09g04544","EUD","DEE","EUE","EUD|DEE|EUE"
"Vitvi09g04545","UUE","EED","DDD","UUE|EED|DDD"
"Vitvi09g04546","EED","EED","DED","EED|EED|DED"
"Vitvi09g04548","UUE","EED","EEE","UUE|EED|EEE"
"Vitvi09g04549","EED","EEE","DDD","EED|EEE|DDD"
"Vitvi09g04550","EED","EEE","DED","EED|EEE|DED"
"Vitvi09g04560","EEE","EED","DEE","EEE|EED|DEE"
"Vitvi09g04564","UUU","UUU","UUU","UUU|UUU|UUU"
"Vitvi09g04565","UUE","UEE","EEE","UUE|UEE|EEE"
"Vitvi09g04573","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi09g04579","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi09g04593","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi09g04595","UUU","EEE","UUU","UUU|EEE|UUU"
"Vitvi09g04597","UED","EDD","DDD","UED|EDD|DDD"
"Vitvi09g04604","EEU","EEU","EEE","EEU|EEU|EEE"
"Vitvi09g04605","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi09g04606","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi09g04607","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi09g04613","EEU","EEE","EEE","EEU|EEE|EEE"
"Vitvi10g00002","EDE","EEE","EEE","EDE|EEE|EEE"
"Vitvi10g00015","UEE","UEE","EED","UEE|UEE|EED"
"Vitvi10g00017","DDD","DEE","EEE","DDD|DEE|EEE"
"Vitvi10g00019","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi10g00020","DEE","DEU","EEU","DEE|DEU|EEU"
"Vitvi10g00026","UEE","EEE","DED","UEE|EEE|DED"
"Vitvi10g00027","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi10g00030","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi10g00031","EDE","UEE","EED","EDE|UEE|EED"
"Vitvi10g00034","UEE","UEE","UUE","UEE|UEE|UUE"
"Vitvi10g00037","EED","EEE","EED","EED|EEE|EED"
"Vitvi10g00045","EEE","EEE","EED","EEE|EEE|EED"
"Vitvi10g00049","DEE","DEE","EEE","DEE|DEE|EEE"
"Vitvi10g00050","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi10g00052","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi10g00053","UEE","EED","EEE","UEE|EED|EEE"
"Vitvi10g00062","EDE","EEE","EED","EDE|EEE|EED"
"Vitvi10g00069","EEE","UUE","EED","EEE|UUE|EED"
"Vitvi10g00076","EEE","DDD","EEE","EEE|DDD|EEE"
"Vitvi10g00077","EEE","DEE","EEE","EEE|DEE|EEE"
"Vitvi10g00082","EEE","EEE","DED","EEE|EEE|DED"
"Vitvi10g00086","EEU","EEU","EEU","EEU|EEU|EEU"
"Vitvi10g00087","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi10g00088","EDE","EEE","EEE","EDE|EEE|EEE"
"Vitvi10g00090","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi10g00092","UEE","EEE","EDD","UEE|EEE|EDD"
"Vitvi10g00100","UEE","EEE","DED","UEE|EEE|DED"
"Vitvi10g00101","EED","UEE","EEE","EED|UEE|EEE"
"Vitvi10g00105","UEE","EEE","EDE","UEE|EEE|EDE"
"Vitvi10g00106","EEE","EEE","DDE","EEE|EEE|DDE"
"Vitvi10g00109","DEE","EDE","DDD","DEE|EDE|DDD"
"Vitvi10g00111","EEE","EEE","UUU","EEE|EEE|UUU"
"Vitvi10g00117","EEE","EUE","EEE","EEE|EUE|EEE"
"Vitvi10g00119","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi10g00131","EDE","EEE","EEE","EDE|EEE|EEE"
"Vitvi10g00134","EEU","EEU","EEU","EEU|EEU|EEU"
"Vitvi10g00138","EEE","EEE","UEE","EEE|EEE|UEE"
"Vitvi10g00158","UEE","EEE","EEE","UEE|EEE|EEE"
"Vitvi10g00167","DEE","EEE","DED","DEE|EEE|DED"
"Vitvi10g00178","UEU","UEU","UEU","UEU|UEU|UEU"
"Vitvi10g00179","UEU","EEU","EEU","UEU|EEU|EEU"
"Vitvi10g00183","UEU","UEU","UEU","UEU|UEU|UEU"
"Vitvi10g00185","EEE","EEE","DED","EEE|EEE|DED"
"Vitvi10g00191","EEE","UEU","EEU","EEE|UEU|EEU"
"Vitvi10g00196","DDE","EEE","DDD","DDE|EEE|DDD"
"Vitvi10g00204","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi10g00210","UEE","EED","EED","UEE|EED|EED"
"Vitvi10g00213","UDE","EEE","DDE","UDE|EEE|DDE"
"Vitvi10g00214","UED","EED","EEE","UED|EED|EEE"
"Vitvi10g00219","DEE","EEE","EUE","DEE|EEE|EUE"
"Vitvi10g00224","EEE","UEE","EEE","EEE|UEE|EEE"
"Vitvi10g00229","EED","EEE","EUU","EED|EEE|EUU"
"Vitvi10g00232","DEE","EEE","EEE","DEE|EEE|EEE"
"Vitvi10g00233","UEU","UEU","EDU","UEU|UEU|EDU"
"Vitvi10g00235","UEE","EEE","DDE","UEE|EEE|DDE"
"Vitvi10g00241","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi10g00245","UEE","UEE","EEE","UEE|UEE|EEE"
"Vitvi10g00246","UEU","UEU","UEU","UEU|UEU|UEU"
"Vitvi10g00249","EEE","EEE","EDD","EEE|EEE|EDD"
"Vitvi10g00256","EED","EEE","EUE","EED|EEE|EUE"
"Vitvi10g00274","UEE","EEE","EED","UEE|EEE|EED"
"Vitvi10g00275","UEE","EEE","UEE","UEE|EEE|UEE"
"Vitvi10g00286","UEE","EEE","EDD","UEE|EEE|EDD"
"Vitvi10g00290","UEE","EDE","DDD","UEE|EDE|DDD"
"Vitvi10g00307","UEU","UEE","EEE","UEU|UEE|EEE"
"Vitvi10g00321","EEE","EEE","EDE","EEE|EEE|EDE"
"Vitvi10g00339","EEU","EEE","DDE","EEU|EEE|DDE"
"Vitvi10g00344","EDE","UEE","EEE","EDE|UEE|EEE"
"Vitvi10g00345","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi10g00358","EEE","EED","EEE","EEE|EED|EEE"
"Vitvi10g00359","UEU","UEE","DDD","UEU|UEE|DDD"
"Vitvi10g00372","UEE","EDE","DDD","UEE|EDE|DDD"
"Vitvi10g00379","DEE","DEE","EED","DEE|DEE|EED"
"Vitvi10g00382","EEE","EEU","EEE","EEE|EEU|EEE"
"Vitvi10g00390","EED","EEE","EEE","EED|EEE|EEE"
"Vitvi10g00399","EED","UED","EEE","EED|UED|EEE"
"Vitvi10g00400","UEE","EDE","EEE","UEE|EDE|EEE"
